id	user_id	name	duration	created_at	deleted_at	created_by	deleted_by	inactive_status	form_id	color	color_dark	color_medium	color_clear	intercom_cancel	sms_cancel	sms_cancel_hours	intercom_cancel_hours	do_not_call	check_resource_overlap	client_portal
2037	195	Paper MH Evaluation	60	2023-04-21 14:05:21	2026-02-17 15:45:35	NULL	1	1	199	#ff0000	#330000	#ff0000	#ffb2b2	NULL	NULL	NULL	NULL	0	0	1
2038	195	Paper OWI Evaluation	60	2023-04-21 14:05:22	2026-02-17 15:45:35	NULL	1	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	NULL	NULL	NULL	NULL	0	0	1
1796	181	Paper SU/MH Evaluation	60	2022-10-25 20:03:16	2026-02-17 15:45:34	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1798	181	Paper OWI Evaluation	60	2022-10-25 20:03:16	2026-02-17 15:45:34	NULL	1	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	0	0	NULL	NULL	0	0	1
1914	192	Paper SU/MH Evaluation	60	2023-01-24 19:14:48	2026-02-17 15:45:34	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	NULL	NULL	NULL	NULL	0	0	1
1915	192	Paper MH Evaluation	60	2023-01-24 19:14:48	2026-02-17 15:45:34	NULL	1	1	199	#ff0000	#330000	#ff0000	#ffb2b2	NULL	NULL	NULL	NULL	0	0	1
1916	192	Paper OWI Evaluation	60	2023-01-24 19:14:48	2026-02-17 15:45:34	NULL	1	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	NULL	NULL	NULL	NULL	0	0	1
1748	173	Paper SU/MH Evaluation	60	2022-10-06 13:47:29	2026-02-17 15:45:34	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1749	173	Paper MH Evaluation	60	2022-10-06 13:47:29	2026-02-17 15:45:34	NULL	1	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
2036	195	Paper SU/MH Evaluation	60	2023-04-21 14:05:21	2026-02-17 15:45:34	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	NULL	NULL	NULL	NULL	0	0	1
1335	92	Paper SU/MH Evaluation	60	2022-07-05 22:42:15	2026-02-17 15:45:33	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1336	92	Paper MH Evaluation	60	2022-07-05 22:42:15	2026-02-17 15:45:33	NULL	1	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
1337	92	Paper OWI Evaluation	60	2022-07-05 22:42:15	2026-02-17 15:45:33	NULL	1	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	0	0	NULL	NULL	0	0	1
2217	106	Paper SU/MH Evaluation	60	2023-08-28 18:02:30	2026-02-17 15:45:33	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1364	87	Paper MH Evaluation	60	2022-07-05 22:49:47	2026-02-17 15:45:32	NULL	1	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
1391	76	Paper SU/MH Evaluation	60	2022-07-05 22:58:11	2026-02-17 15:45:32	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1393	76	Paper OWI Evaluation	60	2022-07-05 22:58:11	2026-02-17 15:45:32	NULL	1	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	0	0	NULL	NULL	0	0	1
1407	82	Paper SU/MH Evaluation	60	2022-07-05 23:02:14	2026-02-17 15:45:32	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1289	16	Paper SU/MH Evaluation	60	2022-07-05 22:27:32	2026-02-17 15:45:31	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1290	16	Paper MH Evaluation	60	2022-07-05 22:27:32	2026-02-17 15:45:31	NULL	1	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
1349	14	Paper MH Evaluation	60	2022-07-05 22:48:01	2026-02-17 15:45:30	NULL	1	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
1712	12	Paper SU/MH Evaluation	60	2022-09-28 13:21:06	2026-02-17 15:45:30	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1714	12	Paper OWI Evaluation	60	2022-09-28 13:21:06	2026-02-17 15:45:30	NULL	1	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	0	0	NULL	NULL	0	0	1
453	1	Individual Therapy	60	2022-06-21 14:34:06	2026-02-16 13:35:40	NULL	NULL	1	259	#b7f708	#243101	#b6f707	#e9fcb4	0	0	NULL	NULL	0	0	1
1296	135	Paper SU/MH Evaluation	60	2022-07-05 22:31:48	2026-02-03 21:19:33	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	NULL	NULL	NULL	NULL	0	0	1
1298	135	Paper OWI Evaluation	60	2022-07-05 22:31:48	2026-02-03 21:19:33	NULL	1	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	NULL	NULL	NULL	NULL	0	0	1
1847	187	Non-ICM ProgNote	60	2022-11-30 15:43:01	2026-01-06 14:35:44	NULL	NULL	1	151	#6f9cd8	#0a1728	#3675c8	#c2d5ee	0	0	NULL	NULL	0	0	1
1846	187	IHH Contact 	60	2022-11-30 15:42:55	2026-01-06 14:35:38	NULL	NULL	1	45	#aed6ea	#0a1e28	#3498ca	#c2e0ef	0	0	NULL	NULL	0	0	1
1845	187	IHH ICM Monthly Contact	60	2022-11-30 15:42:55	2026-01-06 14:35:34	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
1285	46	Paper SU/MH Evaluation	60	2022-07-05 22:26:04	2025-11-07 17:24:38	NULL	1	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1286	46	Paper MH Evaluation	60	2022-07-05 22:26:04	2025-11-07 17:24:38	NULL	1	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
1287	46	Paper OWI Evaluation	60	2022-07-05 22:26:04	2025-11-07 17:24:38	NULL	1	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	0	0	NULL	NULL	0	0	1
1957	174	Esketamine Return	30	2023-02-14 18:59:30	2025-09-25 13:14:29	NULL	NULL	1	103	#03a9f4	#002232	#03aefb	#b3e6fe	0	0	NULL	NULL	0	0	1
32	1	Assessment	60	2022-04-13 16:46:28	2025-09-24 17:52:01	NULL	NULL	1	234	#ffeb3b	#332d00	#ffe400	#fff7b2	0	0	NULL	NULL	0	0	1
2251	1	OPT-Medicare-PR	60	2023-10-13 20:09:19	2025-09-18 17:28:50	NULL	NULL	1	162	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
380	1	Nurse Visit	30	2022-06-20 17:21:51	2025-09-18 17:27:44	NULL	NULL	1	18	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
382	1	Injection	15	2022-06-20 17:21:51	2025-09-18 17:24:54	NULL	NULL	1	194	#fd0808	#320000	#fc0202	#feb3b3	0	0	NULL	NULL	0	0	1
379	1	Med Follow-up Visit	30	2022-06-20 17:21:51	2025-09-18 17:24:41	NULL	NULL	1	97	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
